epoch,loss,val_loss,val_tn,val_fp,val_fn,val_tp,val_acc,val_bacc,val_prec,val_rec,val_f1,val_matthews_corrcoef
0.0,0.7881656885147095,0.7031307220458984,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
1.0,0.7762439250946045,0.6993715167045593,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
2.0,0.7655184268951416,0.6961331963539124,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
3.0,0.7558258771896362,0.6933068633079529,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
4.0,0.747022271156311,0.6908010244369507,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
5.0,0.7389817237854004,0.6885390281677246,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
6.0,0.731594979763031,0.6864577531814575,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
7.0,0.7247675061225891,0.68450528383255,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
8.0,0.7184184789657593,0.6826396584510803,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
9.0,0.7124785780906677,0.6808277368545532,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
10.0,0.7068885564804077,0.6790429949760437,107.0,0.0,64.0,0.0,0.6257309941520468,0.5,,0.0,0.0,
11.0,0.701598048210144,0.677264928817749,107.0,0.0,63.0,1.0,0.631578947368421,0.5078125,1.0,0.015625,0.03076923076923077,0.09916934417212515
12.0,0.6965644955635071,0.6754781007766724,107.0,0.0,63.0,1.0,0.631578947368421,0.5078125,1.0,0.015625,0.03076923076923077,0.09916934417212515
13.0,0.6917518973350525,0.673670768737793,107.0,0.0,62.0,2.0,0.6374269005847953,0.515625,1.0,0.03125,0.06060606060606061,0.14066095036853649
14.0,0.6871293783187866,0.6718345880508423,107.0,0.0,58.0,6.0,0.6608187134502924,0.546875,1.0,0.09375,0.17142857142857143,0.24656734282028217
15.0,0.6826716065406799,0.6699640154838562,107.0,0.0,53.0,11.0,0.6900584795321637,0.5859375,1.0,0.171875,0.29333333333333333,0.33903009637788795
16.0,0.6783562898635864,0.6680553555488586,103.0,4.0,49.0,15.0,0.6900584795321637,0.5984959112149533,0.7894736842105263,0.234375,0.3614457831325301,0.30334125511719434
17.0,0.6741653680801392,0.6661067008972168,103.0,4.0,45.0,19.0,0.7134502923976608,0.6297459112149533,0.8260869565217391,0.296875,0.4367816091954023,0.3680533510643712
18.0,0.6700831055641174,0.6641175150871277,100.0,7.0,37.0,27.0,0.7426900584795322,0.6782272196261683,0.7941176470588235,0.421875,0.5510204081632653,0.432201392191648
19.0,0.6660967469215393,0.6620879769325256,100.0,7.0,28.0,36.0,0.7953216374269005,0.7485397196261683,0.8372093023255814,0.5625,0.6728971962616822,0.5544577560106733
20.0,0.6621949672698975,0.6600195169448853,98.0,9.0,24.0,40.0,0.8070175438596491,0.7704439252336448,0.8163265306122449,0.625,0.7079646017699115,0.5789101269776136
21.0,0.6583684682846069,0.6579134464263916,96.0,11.0,19.0,45.0,0.8245614035087719,0.8001606308411215,0.8035714285714286,0.703125,0.75,0.6190456372935096
22.0,0.6546093225479126,0.6557723879814148,94.0,13.0,16.0,48.0,0.8304093567251462,0.8142523364485981,0.7868852459016393,0.75,0.768,0.6349347939518831
23.0,0.6509110927581787,0.653598427772522,92.0,15.0,13.0,51.0,0.8362573099415205,0.8283440420560748,0.7727272727272727,0.796875,0.7846153846153846,0.6527913550922418
24.0,0.6472678184509277,0.6513941287994385,90.0,17.0,9.0,55.0,0.847953216374269,0.8502482476635513,0.7638888888888888,0.859375,0.8088235294117647,0.6866003130721615
25.0,0.6436749696731567,0.6491621732711792,89.0,18.0,8.0,56.0,0.847953216374269,0.8533878504672897,0.7567567567567568,0.875,0.8115942028985508,0.6903379663144812
26.0,0.6401283144950867,0.6469053030014038,89.0,18.0,8.0,56.0,0.847953216374269,0.8533878504672897,0.7567567567567568,0.875,0.8115942028985508,0.6903379663144812
27.0,0.6366243958473206,0.6446261405944824,89.0,18.0,7.0,57.0,0.8538011695906432,0.8612003504672897,0.76,0.890625,0.8201438848920863,0.7045207460397935
28.0,0.6331602334976196,0.6423272490501404,89.0,18.0,6.0,58.0,0.8596491228070176,0.8690128504672897,0.7631578947368421,0.90625,0.8285714285714286,0.7187614281903318
29.0,0.6297332644462585,0.640011191368103,89.0,18.0,5.0,59.0,0.8654970760233918,0.8768253504672897,0.7662337662337663,0.921875,0.8368794326241135,0.733065352994274
30.0,0.6263414025306702,0.6376803517341614,89.0,18.0,5.0,59.0,0.8654970760233918,0.8768253504672897,0.7662337662337663,0.921875,0.8368794326241135,0.733065352994274
31.0,0.6229827404022217,0.6353370547294617,89.0,18.0,5.0,59.0,0.8654970760233918,0.8768253504672897,0.7662337662337663,0.921875,0.8368794326241135,0.733065352994274
32.0,0.6196555495262146,0.6329835057258606,89.0,18.0,4.0,60.0,0.8713450292397661,0.8846378504672897,0.7692307692307693,0.9375,0.8450704225352113,0.7474378985966181
33.0,0.6163585186004639,0.6306217312812805,88.0,19.0,4.0,60.0,0.8654970760233918,0.8799649532710281,0.759493670886076,0.9375,0.8391608391608392,0.7376459337761708
34.0,0.6130902767181396,0.6282537579536438,86.0,21.0,4.0,60.0,0.8538011695906432,0.8706191588785046,0.7407407407407407,0.9375,0.8275862068965517,0.718415962605998
