epoch,loss,val_loss,val_tn,val_fp,val_fn,val_tp,val_acc,val_bacc,val_prec,val_rec,val_f1,val_matthews_corrcoef
0.0,0.6872405409812927,0.6881711483001709,10.0,97.0,0.0,64.0,0.4327485380116959,0.5467289719626168,0.39751552795031053,1.0,0.5688888888888889,0.19274590506827835
1.0,0.6827963590621948,0.6825143694877625,21.0,86.0,0.0,64.0,0.49707602339181284,0.5981308411214953,0.4266666666666667,1.0,0.5981308411214953,0.289375738024129
2.0,0.6786898970603943,0.6773080825805664,32.0,75.0,0.0,64.0,0.5614035087719298,0.6495327102803738,0.460431654676259,1.0,0.6305418719211823,0.3710784101038975
3.0,0.6748692989349365,0.672494649887085,48.0,59.0,0.0,64.0,0.6549707602339181,0.7242990654205608,0.5203252032520326,1.0,0.6844919786096256,0.48313239759758236
4.0,0.671290934085846,0.668024480342865,62.0,45.0,1.0,63.0,0.7309941520467836,0.7819071261682242,0.5833333333333334,0.984375,0.7325581395348837,0.5656343471002204
5.0,0.6679178476333618,0.6638544797897339,79.0,28.0,3.0,61.0,0.8187134502923976,0.8457213785046729,0.6853932584269663,0.953125,0.7973856209150327,0.6697861733496081
6.0,0.6647189855575562,0.6599479913711548,93.0,14.0,4.0,60.0,0.8947368421052632,0.9033294392523364,0.8108108108108109,0.9375,0.8695652173913043,0.7878981251903293
7.0,0.6616681814193726,0.656272828578949,96.0,11.0,5.0,59.0,0.9064327485380117,0.9095356308411215,0.8428571428571429,0.921875,0.8805970149253731,0.806109162059577
8.0,0.6587436199188232,0.6528016328811646,98.0,9.0,6.0,58.0,0.9122807017543859,0.9110689252336448,0.8656716417910447,0.90625,0.8854961832061069,0.815027847964674
9.0,0.6559268832206726,0.6495105028152466,100.0,7.0,8.0,56.0,0.9122807017543859,0.9047897196261683,0.8888888888888888,0.875,0.8818897637795275,0.8121929086567269
10.0,0.6532022953033447,0.6463786363601685,102.0,5.0,11.0,53.0,0.9064327485380117,0.8906980140186915,0.9137931034482759,0.828125,0.8688524590163934,0.7987297424085326
11.0,0.650556743144989,0.6433882117271423,104.0,3.0,13.0,51.0,0.9064327485380117,0.884418808411215,0.9444444444444444,0.796875,0.864406779661017,0.8004361398754379
12.0,0.6479793787002563,0.6405234336853027,106.0,1.0,15.0,49.0,0.9064327485380117,0.8781396028037383,0.98,0.765625,0.8596491228070176,0.8046117081956207
13.0,0.6454610228538513,0.6377708315849304,106.0,1.0,18.0,46.0,0.8888888888888888,0.8547021028037383,0.9787234042553191,0.71875,0.8288288288288288,0.7689814492293968
14.0,0.6429937481880188,0.6351186037063599,106.0,1.0,22.0,42.0,0.8654970760233918,0.8234521028037383,0.9767441860465116,0.65625,0.7850467289719626,0.7215769268881558
15.0,0.640571117401123,0.6325560808181763,106.0,1.0,22.0,42.0,0.8654970760233918,0.8234521028037383,0.9767441860465116,0.65625,0.7850467289719626,0.7215769268881558
16.0,0.6381875276565552,0.6300742626190186,106.0,1.0,23.0,41.0,0.8596491228070176,0.8156396028037383,0.9761904761904762,0.640625,0.7735849056603774,0.7097147958985863
17.0,0.6358384490013123,0.627665102481842,106.0,1.0,24.0,40.0,0.8538011695906432,0.8078271028037383,0.975609756097561,0.625,0.7619047619047619,0.6978388147809239
18.0,0.6335198879241943,0.625321626663208,106.0,1.0,24.0,40.0,0.8538011695906432,0.8078271028037383,0.975609756097561,0.625,0.7619047619047619,0.6978388147809239
